Species,Common
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Olea europaea,Olive tree,,,,,,
Ommastrephes bartramii,red squid,,,,,,
Onchocerca volvulus,Parasitic nematode,,,,,,
Oncorhynchus keta,chum salmon,,,,,,
Oncorhynchus mykiss,rainbow trout,,,,,,
Oncorhynchus mykiss,rainbow trout,,,,,,
Oncorhynchus mykiss,rainbow trout,,,,,,
Oratosquilla oratoria,mantis shrimp,,,,,,
Oreochromis mossambicus,Mozambique tilapia,,,,,,
Oryctolagus cuniculus,European rabbit,,,,,,
Oryctolagus cuniculus,European rabbit,,,,,,
Oryctolagus cuniculus,European rabbit,,,,,,
Oryza sativa,Rice,,,,,,
Oryza sativa,Rice,,,,,,
Oryza sativa,Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Oryza sativa (japonica cultivar-group),Rice,,,,,,
Ostrya carpinifolia,European hop hornbeam,,,,,,
Pachycondyla chinensis,Asian needle ant,,,,,,
Pandalus borealis,caribean shrimp,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Pangasianodon hypophthalmus,,,,,,,
Panulirus stimpsoni,Lobster,,,,,,
Paralithodes camtschaticus,Kamchatka crab,,,,,,
Paralithodes camtschaticus,Kamchatka crab,,,,,,
Parietaria judaica,Weed,,,,,,
Parietaria judaica,Weed,,,,,,
Parietaria judaica,Weed,,,,,,
Parietaria judaica,Weed,,,,,,
Parietaria judaica,Weed,,,,,,
Parietaria judaica,Weed,,,,,,
Parietaria judaica,Weed,,,,,,
Parietaria judaica,Weed,,,,,,
Parietaria judaica,Weed,,,,,,
Parietaria judaica,Weed,,,,,,
Parietaria judaica,Weed,,,,,,
Parietaria officinalis,Weed,,,,,,
Parietaria officinalis,Weed,,,,,,
Parietaria officinalis,Weed,,,,,,
Parietaria officinalis,Weed,,,,,,
Parietaria officinalis,Weed,,,,,,
Parietaria officinalis,Weed,,,,,,
Parietaria officinalis,Weed,,,,,,
Parietaria officinalis,Weed,,,,,,
Parthenium hysterophorus,,,,,,,
Paspalum notatum,Bahia grass,,,,,,
Paspalum notatum,Bahia grass,,,,,,
Paspalum notatum,Bahia grass,,,,,,
Paspalum notatum,Bahia grass,,,,,,
Paspalum notatum,Bahia grass,,,,,,
Paspalum notatum,Bahia grass,,,,,,
Paspalum notatum,Bahia grass,,,,,,
Paspalum notatum,Bahia grass,,,,,,
Paspalum notatum,Bahia grass,,,,,,
Penaeus monodon,Black tiger shrimp,,,,,,
Penaeus monodon,Black tiger shrimp,,,,,,
Penaeus monodon,Black tiger shrimp,,,,,,
Penaeus monodon,Black tiger shrimp,,,,,,
Penaeus monodon,Black tiger shrimp,,,,,,
Penaeus monodon,Black tiger shrimp,,,,,,
Penaeus monodon,Black tiger shrimp,,,,,,
Penicillium brevicompactum,Fungus,,,,,,
Penicillium chrysogenum,Fungus,,,,,,
Penicillium chrysogenum,Fungus,,,,,,
Penicillium chrysogenum,Fungus,,,,,,
Penicillium chrysogenum,Fungus,,,,,,
Penicillium chrysogenum,Fungus,,,,,,
Penicillium chrysogenum,Fungus,,,,,,
Penicillium citrinum,Fungus,,,,,,
Penicillium citrinum,Fungus,,,,,,
Penicillium citrinum,Fungus,,,,,,
Penicillium citrinum,Fungus,,,,,,
Penicillium citrinum,Fungus,,,,,,
Penicillium citrinum,Fungus,,,,,,
Penicillium citrinum,Fungus,,,,,,
Penicillium citrinum,Fungus,,,,,,
Penicillium citrinum,Fungus,,,,,,
Penicillium crustosum,Fungus,,,,,,
Penicillium oxalicum,Fungus,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta americana,American cockroach,,,,,,
Periplaneta fuliginosa,Smokybrown cockroach,,,,,,
Perna viridis,Asian green mussell,,,,,,
Persea americana,Avocado,,,,,,
Petroselinum crispum,Parsley,,,,,,
Phalaris aquatica,Canary grass,,,,,,
Phalaris aquatica,Canary grass,,,,,,
Phalaris aquatica,Canary grass,,,,,,
Phalaris aquatica,Canary grass,,,,,,
Phalaris aquatica,Canary grass,,,,,,
Phalaris aquatica,Canary grass,,,,,,
Phaseolus vulgaris,Kidney bean,,,,,,
Phaseolus vulgaris,Kidney bean,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phleum pratense,Common timothy,,,,,,
Phodopus sungorus,Siberian hamster,,,,,,
Phoenix dactylifera,Date palm,,,,,,
Pinus koraiensis,,,,,,,
Pinus pinea,Pine,,,,,,
Pinus pinea,Pine,,,,,,
Pistacia vera,pistachio,,,,,,
Pistacia vera,pistachio,,,,,,
Pistacia vera,pistachio,,,,,,
Pistacia vera,pistachio,,,,,,
Pistacia vera,pistachio,,,,,,
Pistacia vera,pistachio,,,,,,
Pisum sativum,Pea,,,,,,
Pisum sativum,Pea,,,,,,
Pisum sativum,Pea,,,,,,
Pisum sativum,Pea,,,,,,
Pisum sativum,Pea,,,,,,
Pisum sativum,Pea,,,,,,
Pisum sativum,Pea,,,,,,
Plantago lanceolata,Narrow-leaved plantain,,,,,,
Plantago lanceolata,Narrow-leaved plantain,,,,,,
Plantago lanceolata,Narrow-leaved plantain,,,,,,
Plantago lanceolata,Narrow-leaved plantain,,,,,,
Platanus orientalis,oriental plane,,,,,,
Platanus orientalis,oriental plane,,,,,,
Platanus x acerifolia,London plane tree,,,,,,
Platanus x acerifolia,London plane tree,,,,,,
Platanus x acerifolia,London plane tree,,,,,,
Platanus x acerifolia,London plane tree,,,,,,
Platanus x acerifolia,London plane tree,,,,,,
Platanus x acerifolia,London plane tree,,,,,,
Plodia interpunctella,Indian meal moth,,,,,,
Plodia interpunctella,Indian meal moth,,,,,,
Poa pratensis,Kentucky bluegrass,,,,,,
Poa pratensis,Kentucky bluegrass,,,,,,
Poa pratensis,Kentucky bluegrass,,,,,,
Poa pratensis,Kentucky bluegrass,,,,,,
Poa pratensis,Kentucky bluegrass,,,,,,
Poa pratensis,Kentucky bluegrass,,,,,,
Poa pratensis,Kentucky bluegrass,,,,,,
Poa pratensis,Kentucky bluegrass,,,,,,
Polistes annularis,Paper wasp,,,,,,
Polistes annularis,Paper wasp,,,,,,
Polistes annularis,Paper wasp,,,,,,
Polistes dominula,,,,,,,
Polistes dominulus,Paper wasp,,,,,,
Polistes dominulus,Paper wasp,,,,,,
Polistes dominulus,Paper wasp,,,,,,
Polistes dominulus,Paper wasp,,,,,,
Polistes dominulus,Paper wasp,,,,,,
Polistes dominulus,Paper wasp,,,,,,
Polistes exclamans,Paper wasp,,,,,,
Polistes fuscatus,Paper wasp,,,,,,
Polistes gallicus,Paper wasp,,,,,,
Polistes gallicus,Paper wasp,,,,,,
Polybia paulista,wasp,,,,,,
Polybia paulista,wasp,,,,,,
Polybia paulista,wasp,,,,,,
Polybia paulista,wasp,,,,,,
Polybia paulista,wasp,,,,,,
Polybia paulista,wasp,,,,,,
Polybia scutellaris rioplatensis,Wasp,,,,,,
Pontastacus leptodactylus,Danube crayfish,,,,,,
Populus nigra,black poplar,,,,,,
Portunus pelagicus,blue swimmer crab,,,,,,
Portunus sanguinolentus,Crab,,,,,,
Portunus trituberculatus,Crab,,,,,,
Procambarus clarkii,red swamp crayfish,,,,,,
Procambarus clarkii,red swamp crayfish,,,,,,
Procambarus clarkii,red swamp crayfish,,,,,,
Procambarus clarkii,red swamp crayfish,,,,,,
Prosopis juliflora,mesquite,,,,,,
Prosopis juliflora,mesquite,,,,,,
Protortonia cacti,Arthropod,,,,,,
Prunus armeniaca,Apricot,,,,,,
Prunus armeniaca,Apricot,,,,,,
Prunus armeniaca,Apricot,,,,,,
Prunus armeniaca,Apricot,,,,,,
Prunus armeniaca,Apricot,,,,,,
Prunus armeniaca,Apricot,,,,,,
Prunus avium,Cherry,,,,,,
Prunus avium,Cherry,,,,,,
Prunus avium,Cherry,,,,,,
Prunus avium,Cherry,,,,,,
Prunus avium,Cherry,,,,,,
Prunus avium,Cherry,,,,,,
Prunus avium,Cherry,,,,,,
Prunus avium,Cherry,,,,,,
Prunus avium,Cherry,,,,,,
Prunus avium,Cherry,,,,,,
Prunus avium,Cherry,,,,,,
Prunus domestica,Plum,,,,,,
Prunus dulcis,Almond,,,,,,
Prunus dulcis,Almond,,,,,,
Prunus dulcis,Almond,,,,,,
Prunus dulcis,Almond,,,,,,
Prunus dulcis,Almond,,,,,,
Prunus dulcis,Almond,,,,,,
Prunus dulcis,Almond,,,,,,
Prunus dulcis,Almond,,,,,,
Prunus dulcis,Almond,,,,,,
Prunus dulcis,Almond,,,,,,
Prunus dulcis x Prunus persica,Plant hybrid,,,,,,
Prunus dulcis x Prunus persica,Plant hybrid,,,,,,
Prunus dulcis x Prunus persica,Plant hybrid,,,,,,
Prunus dulcis x Prunus persica,Plant hybrid,,,,,,
Prunus dulcis x Prunus persica,Plant hybrid,,,,,,
Prunus dulcis x Prunus persica,Plant hybrid,,,,,,
Prunus dulcis x Prunus persica,Plant hybrid,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Prunus persica,Peach,,,,,,
Pseudocardium sachalinensis,Mollusc,,,,,,
Punica granatum,Pomegranate,,,,,,
Punica granatum,Pomegranate,,,,,,
Punica granatum,Pomegranate,,,,,,
Punica granatum,Pomegranate,,,,,,
Punica granatum,Pomegranate,,,,,,
Pyrus communis,Pear,,,,,,
Pyrus communis,Pear,,,,,,
Pyrus communis,Pear,,,,,,
Pyrus communis,Pear,,,,,,
Pyrus communis,Pear,,,,,,
Pyrus communis,Pear,,,,,,
Pyrus communis,Pear,,,,,,
Quercus acutissima,,,,,,,
Quercus acutissima,,,,,,,
Quercus alba,Oak,,,,,,
Quercus alba,Oak,,,,,,
Quercus alba,Oak,,,,,,
Quercus ilex,holly oak,,,,,,
Quercus mongolica,,,,,,,
Rana esculenta,Frog,,,,,,
Rana esculenta,Frog,,,,,,
Rana sp. CH-2001,Frog,,,,,,
Rana sp. CH-2001,Frog,,,,,,
Rapana venosa,,,,,,,
Rastrelliger kanagurta,,,,,,,
Rattus norvegicus,Rat,,,,,,
Rattus norvegicus,Rat,,,,,,
Rattus norvegicus,Rat,,,,,,
Rhizopus oryzae,Fungus,,,,,,
Rhizopus oryzae,Fungus,,,,,,
Rhodotorula mucilaginosa,Fungus,,,,,,
Rhodotorula mucilaginosa,Fungus,,,,,,
Ricinus communis,Castor bean,,,,,,
Rubus idaeus,raspberry,,,,,,
Rubus idaeus,raspberry,,,,,,
Saccostrea glomerata,,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salmo salar,Salmon,,,,,,
Salsola kali,Thistle,,,,,,
Salsola kali,Thistle,,,,,,
Salsola kali,Thistle,,,,,,
Salsola kali,Thistle,,,,,,
Salsola kali,Thistle,,,,,,
Salsola kali,Thistle,,,,,,
Salsola kali,Thistle,,,,,,
Salsola kali,Thistle,,,,,,
Salsola kali,Thistle,,,,,,
Salsola kali,Thistle,,,,,,
Salsola kali,Thistle,,,,,,
Salsola kali,Thistle,,,,,,
Salvelinus fontinalis,Brook trout,,,,,,
Salvelinus fontinalis,Brook trout,,,,,,
Sarcoptes scabiei,mite,,,,,,
Sarcoptes scabiei type hominis,Scabies mite,,,,,,
Sarcoptes scabiei type hominis,Scabies mite,,,,,,
Sarcoptes scabiei type hominis,Scabies mite,,,,,,
Sarcoptes scabiei type hominis,Scabies mite,,,,,,
Sarcoptes scabiei type hominis,Scabies mite,,,,,,
Sarcoptes scabiei type hominis,Scabies mite,,,,,,
Sarcoptes scabiei type hominis,Scabies mite,,,,,,
Sarcoptes scabiei type suis,Scabies mite,,,,,,
Sardinops sagax,South American pilchard,,,,,,
Scapharca broughtonii,Clam,,,,,,
Schedonorus arundinaceus,Tall fescue,,,,,,
Schedonorus arundinaceus,Tall fescue,,,,,,
Schedonorus arundinaceus,Tall fescue,,,,,,
Schistosoma japonicum,Schistosoma,,,,,,
Schistosoma japonicum,Schistosoma,,,,,,
Schizophyllum commune H4-8,Mushroom,,,,,,
Scolopendra subspinipes,,,,,,,
Scomber japonicus,Chub mackerel,,,,,,
Scomber scombrus,Atlantic mackerel,,,,,,
Scylla paramamosain,green mud crab,,,,,,
Scylla paramamosain,green mud crab,,,,,,
Scylla paramamosain,green mud crab,,,,,,
Scylla paramamosain,green mud crab,,,,,,
Scylla paramamosain,green mud crab,,,,,,
Scylla paramamosain,green mud crab,,,,,,
Scylla serrata,giant mud crab,,,,,,
Scylla serrata,giant mud crab,,,,,,
Sebastes marinus,ocean perch (red fish),,,,,,
Sebastes marinus,ocean perch (red fish),,,,,,
Secale cereale,Rye,,,,,,
Secale cereale,Rye,,,,,,
Secale cereale,Rye,,,,,,
Secale cereale,Rye,,,,,,
Secale cereale,Rye,,,,,,
Secale cereale,Rye,,,,,,
Secale cereale,Rye,,,,,,
Sepia esculenta,cuttlefish,,,,,,
Sepioteuthis lessoniana,bigfin reef squid,,,,,,
Sesamum indicum,Sesame,,,,,,
Sesamum indicum,Sesame,,,,,,
Sesamum indicum,Sesame,,,,,,
Sesamum indicum,Sesame,,,,,,
Sesamum indicum,Sesame,,,,,,
Sesamum indicum,Sesame,,,,,,
Sesamum indicum,Sesame,,,,,,
Sesamum indicum,Sesame,,,,,,
Sesamum indicum,Sesame,,,,,,
Sesamum indicum,Sesame,,,,,,
Simulium vittatum,black fly,,,,,,
Simulium vittatum,black fly,,,,,,
Sinapis alba,White mustard,,,,,,
Sinapis alba,White mustard,,,,,,
Sinapis alba,White mustard,,,,,,
Sinapis alba,White mustard,,,,,,
Sinapis alba,White mustard,,,,,,
Sinapis alba,White mustard,,,,,,
Sinapis alba,White mustard,,,,,,
Sinapis alba,White mustard,,,,,,
Sinapis alba,White mustard,,,,,,
Sinapis alba,White mustard,,,,,,
Sinonovacula constricta,Chinese razor clam,,,,,,
Solanum lycopersicum (Lycopersicon esculentum),Tomato,,,,,,
Solanum lycopersicum (Lycopersicon esculentum),Tomato,,,,,,
Solanum lycopersicum (Lycopersicon esculentum),Tomato,,,,,,
Solanum lycopersicum (Lycopersicon esculentum),Tomato,,,,,,
Solanum lycopersicum (Lycopersicon esculentum),Tomato,,,,,,
Solanum lycopersicum (Lycopersicon esculentum),Tomato,,,,,,
Solanum lycopersicum (Lycopersicon esculentum),Tomato,,,,,,
Solanum lycopersicum (Lycopersicon esculentum),Tomato,,,,,,
Solanum lycopersicum (Lycopersicon esculentum),Tomato,,,,,,
Solanum lycopersicum (Lycopersicon esculentum),Tomato,,,,,,
Solanum lycopersicum (Lycopersicon esculentum),Tomato,,,,,,
Solanum melongena,Eggplant,,,,,,
Solanum tuberosum,Potato,,,,,,
Solanum tuberosum,Potato,,,,,,
Solanum tuberosum,Potato,,,,,,
Solanum tuberosum,Potato,,,,,,
Solanum tuberosum,Potato,,,,,,
Solanum tuberosum,Potato,,,,,,
Solanum tuberosum,Potato,,,,,,
Solanum tuberosum,Potato,,,,,,
Solanum tuberosum,Potato,,,,,,
Solanum tuberosum,Potato,,,,,,
Solanum tuberosum,Potato,,,,,,
Solen strictus,Gould's razor shell,,,,,,
Solenopsis geminata,Tropical Fire Ant,,,,,,
Solenopsis geminata,Tropical Fire Ant,,,,,,
Solenopsis invicta,Red fire ant,,,,,,
Solenopsis invicta,Red fire ant,,,,,,
Solenopsis invicta,Red fire ant,,,,,,
Solenopsis invicta,Red fire ant,,,,,,
Solenopsis invicta,Red fire ant,,,,,,
Solenopsis invicta,Red fire ant,,,,,,
Solenopsis invicta,Red fire ant,,,,,,
Solenopsis invicta,Red fire ant,,,,,,
Solenopsis invicta,Red fire ant,,,,,,
Solenopsis richteri,Black fire ant,,,,,,
Solenopsis richteri,Black fire ant,,,,,,
Solenopsis saevissima,Brazilian fire ant,,,,,,
Sorghum halepense,Johnson grass,,,,,,
Sorghum halepense,Johnson grass,,,,,,
Sorghum halepense,Johnson grass,,,,,,
Sorghum halepense,Johnson grass,,,,,,
Sorghum halepense,Johnson grass,,,,,,
Sorghum halepense,Johnson grass,,,,,,
Staphylococcus aureus,Bacteria,,,,,,
Staphylococcus aureus,Bacteria,,,,,,
Staphylococcus aureus,Bacteria,,,,,,
Staphylococcus aureus,Bacteria,,,,,,
Staphylococcus aureus,Bacteria,,,,,,
Stemphylium callistephi,Fungus,,,,,,
Stemphylium sp. CID1012,Fungus,,,,,,
Stemphylium vesicarium,Fungus,,,,,,
Strongyloides stercoralis,Parasitic nematode,,,,,,
Suidasia medanensis,Mite,,,,,,
Sus scrofa,Pig,,,,,,
Sus scrofa,Pig,,,,,,
Sus scrofa,Pig,,,,,,
Syringa vulgaris,Lilac,,,,,,
Syringa vulgaris,Lilac,,,,,,
Syringa vulgaris,Lilac,,,,,,
Syringa vulgaris,Lilac,,,,,,
Tabanus yao,Horse Fly,,,,,,
Tabanus yao,Horse Fly,,,,,,
Tabanus yao,Horse Fly,,,,,,
Tenebrio molitor,Yellow mealworm,,,,,,
Thaumetopoea pityocampa,Pine moth,,,,,,
Thaumetopoea pityocampa,Pine moth,,,,,,
Thaumetopoea pityocampa,Pine moth,,,,,,
Thaumetopoea solitaria,,,,,,,
Theragra chalcogramma,Alaska pollock,,,,,,
Theragra chalcogramma,Alaska pollock,,,,,,
Thunnus albacares,Yellowfin tuna,,,,,,
Thunnus albacares,Yellowfin tuna,,,,,,
Thunnus albacares,Yellowfin tuna,,,,,,
Thunnus albacares,Yellowfin tuna,,,,,,
Todarodes pacificus,Japanese flying squid,,,,,,
Trachurus japonicus,Japanese horse mackerel,,,,,,
Tresus keenae,clam,,,,,,
Triatoma protracta,Western conenose,,,,,,
Trichophyton rubrum,Fungus,,,,,,
Trichophyton rubrum,Fungus,,,,,,
Trichophyton schoenleinii,Fungus,,,,,,
Trichophyton schoenleinii,Fungus,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
Triticum aestivum,Wheat,,,,,,
